y variable:,TotalRating,,,,,,,,,,,,,,,
158,Nihonryouriukihashi  ,??,Kyoto,Kaiseki (Traditional Japanese),Kyoto Cuisine,9000,¥3000~¥3999,3.53,3.51,3.54,42,34.9860781841528,135.759591579816,,,
159,Sushiyoshino  ,???? ???,Sanjo,Sushi,Kappo (Traditional Japanese),6500,¥2000~¥2999,3.06,3.06,NA,3,35.0081457443705,135.770947398464,,,
160,Tsuneo  ,???,Gion Shijo,Kappo (Traditional Japanese),Wine bar,12500,NA,3.52,3.52,NA,8,35.000280609852,135.778695172693,,,
161,KYOTO GATTEN  ,?????? ??,Gion Shijo,Tempura,Sushi,3500,¥1000~¥1999,3.09,3.06,3.18,11,35.0040634027413,135.770918699917,,,
162,Figerasu  ,?????,Gion Shijo,Spain,Bar,5500,NA,3.06,3.06,NA,14,35.0047133675842,135.772886006607,,,
163,LOTUS  ,????&??? ????,Shijo,Italian,Izakaya (Tavern),4500,NA,3.42,3.42,NA,30,35.0042639780311,135.757373982236,,,
164,Saredokafe  ,saredo???,Kyoto,Cafe,Crepes,1500,¥1000~¥1999,3.11,3,3.12,21,34.9890664307592,135.757022211173,,,
165,Kushinobou  ,??? ????,Kyoto,Kushi-age (Fried Skewer),NA,4500,¥1000~¥1999,3.06,3.07,3,22,34.98607954286,135.757872000343,,,
166,Kaisendokoroichi  ,?????,Karasuma,Izakaya (Tavern),Seafood,4500,NA,3.08,3.09,NA,5,35.0072254458004,135.764121618828,,,
167,Kyuushuunecchuuya  ,?? ??? ???? LIVE,Omiya,Izakaya (Tavern),Dumplings,3500,NA,3.08,3.09,3.04,12,35.0047043374916,135.74884411481,,,
168,Nosutarujia  ,??????,Kyoto Shiyakusho Mae,Dining bar,Italian,3500,NA,3.04,3.04,NA,14,35.0100432814247,135.768785546195,,,
169,sakesakanatanagokoro  ,??? ?????,Gojo,Izakaya (Tavern),Japanese food (other),4500,NA,3.06,3.06,NA,9,34.9977994824742,135.762570792723,,,
170,mo-shondaina-  ,MOTION DINER KYOTO,Kyoto Shiyakusho Mae,Cafe,Burger,2500,¥1000~¥1999,3.12,3.05,3.12,19,35.0079904252289,135.767628236827,,,
171,Sumibikushiyakitsujiya  ,??? ??????,Kawaramachi,Yakitori (Grilled chicken),Izakaya (Tavern),3500,NA,3.05,3.05,NA,10,35.0029592732293,135.766284691163,,,
172,Tenshinchashitsu  ,???? ???,Kyoto,Shanghai Cuisine,Cantonese Cuisine,3500,¥1000~¥1999,3.54,3.51,3.52,52,34.9858540036173,135.757424825642,,,
173,Haiborubakyoutokarasumaichikyuuniisan  ,???????????1923,Karasuma,Bar,Bar,2500,¥2000~¥2999,3.22,3.22,NA,4,35.0046028542619,135.758724410036,,,
174,Oumigyuuyakinikumeitokuya  ,????? ???,Jujo,Yakiniku (BBQ Beef),NA,4500,NA,3,3,3.04,2,34.9695735185194,135.757181706528,,,
175,Mukadeya  ,??? ??,Karasuma,Kyoto Cuisine,Japanese food (other),6500,¥3000~¥3999,3.07,3,3.08,21,35.005659231154,135.756468653259,,,
176,Hanagokoro  ,????,Hanazono,Kyoto Cuisine,Shojin Cuisine (Buddhist Cuisine),3500,¥1000~¥1999,3.08,3.09,3.06,11,35.0211042512664,135.721942974391,,,
177,Rakuza  ,?? ????,Kyoto,Izakaya (Tavern),Seafood,4500,NA,3.22,3.22,NA,29,34.988146543692,135.75785468439,,,
178,Monakadou  ,????,Kawaramachi,Izakaya (Tavern),Creative cuisine,3500,NA,3.07,3.08,NA,10,35.0046222883179,135.769911094623,,,
179,kyoutoayanokoujimangetsunohana  ,????? ????,Karasuma,Sweets,Japanese food (other),2500,~¥999,3.26,3.09,3.21,26,35.0025617701124,135.763672148658,,,
180,shunsaibaruiberiko  ,???? ????,Sanjo,Dining bar,Creative cuisine,3500,NA,3.05,3.05,NA,4,35.0075957803491,135.769639476852,,,
181,Ikiikiudon  ,??????? ???,Karasuma Oike,Udon,Japanese food (other),500,~¥999,3.18,3.09,3.14,47,35.0112104746148,135.758368024296,,,
182,zasera-kyouto  ,The Cellar KYOTO,Kyoto Shiyakusho Mae,Dining bar,Kappo (Traditional Japanese),6500,NA,3.05,3.05,NA,2,35.0093689200271,135.769410525339,,,
183,Daikokuebisu  ,???,Saiin,Yakiniku (BBQ Beef),Korean cuisine,4500,NA,3.06,3.06,NA,15,35.0033844419695,135.73084039301,,,
184,kaitoshirowainnobarukakimaru  ,????????? KAKIMARU ???,Kyoto,Bar,Italian,3500,NA,3,3,NA,8,34.9893858083232,135.755149018704,,,
185,chisouyouga  ,?? ??,Gojo,Kaiseki (Traditional Japanese),Kyoto Cuisine,12500,¥6000~¥7999,3.63,3.61,3.51,8,34.9940370483543,135.759205967623,,,
186,Kushiyamonogatari  ,???? ???????,Kyoto,Kushi-age (Fried Skewer),Izakaya (Tavern),2500,¥1000~¥1999,3,3,3.01,14,34.9881307373069,135.759300676139,,,
187,nihonshubarujinsuke  ,????? JINSUKE,Karasuma,Izakaya (Tavern),Seafood,3500,NA,3.05,3.05,NA,8,35.0026117668848,135.763793525165,,,
188,Hanatanuki  ,???? ???,Nishioji Oike,Izakaya (Tavern),Okonomiyaki,3500,NA,3.01,3.01,NA,11,35.011192518789,135.732162145963,,,
189,izakayaba-shiba  ,???BAR SIBA,Gion Shijo,Izakaya (Tavern),Japanese food (other),3500,NA,3.03,3.03,NA,2,35.0048497374475,135.772631854769,,,
190,Satsumagokamon  ,?????? ????????,Karasuma,Izakaya (Tavern),Sukiyaki,3500,~¥999,3.07,3.09,3,27,35.0040723797291,135.760114596783,,,
191,Kyoutoyamanashiyakitorikanazawa  ,???? ?? ????,Keihan Yamashina,Izakaya (Tavern),Yakitori (Grilled chicken),3500,NA,3.06,3.06,NA,36,34.9913314236335,135.818192026742,,,
192,Himiko  ,??? ??,Higashi Maizuru,Izakaya (Tavern),Seafood,4500,¥1000~¥1999,3.12,3.08,3.21,29,35.4756594489946,135.394954321689,,,
193,koshitsuichiammasamunebettei  ,?? ???? ?? ?????? ,Gion Shijo,Izakaya (Tavern),Dining bar,2500,¥2000~¥2999,3.06,3.06,NA,2,35.0048052648707,135.770748957635,,,
194,CHULETA  ,????,Gion Shijo,Spain,Bar,5500,¥1000~¥1999,3.58,3.58,3.06,24,35.004132038915,135.772773820467,,,
195,GRILL&PUB The NICK STOCK  ,GRILL&PUB The NICK STOCK ??????,Sanjo,Steak,Bar,2500,¥1000~¥1999,3,3.06,3,19,35.008732885782,135.769916345949,,,
196,Choushuuryourikyoumon  ,???? ???,Sanjo,Kyoto Cuisine,Kaiseki (Traditional Japanese),5500,¥2000~¥2999,3.07,3.08,NA,34,35.0092956151734,135.770592097252,,,
197,Brochette  ,??????,Karasuma Oike,Western (Others),French,3500,¥1000~¥1999,3.55,3.54,3.51,44,35.0103900554259,135.761151164263,,,
198,Ilifune  ,ilifune,Jingu Marutamachi,Dining bar,Italian,3500,NA,3.06,3.06,NA,1,35.0167886687495,135.768654135428,,,
199,Satsuki  ,???,Kyoto Shiyakusho Mae,Kyoto Cuisine,Kaiseki (Traditional Japanese),12500,NA,3.51,3.51,NA,5,35.0118947848042,135.770775017945,,,
200,Kaitoshirowainnobarukakimaru  ,????????? KAKIMARU ???,Saiin,Bar,Izakaya (Tavern),3500,NA,3.04,3.04,NA,3,35.0023837266776,135.731470386764,,,
201,Sandaimetorimero  ,??? ??? ?????,Shijo,Izakaya (Tavern),Yakitori (Grilled chicken),2500,NA,3,3,NA,2,35.0039504023623,135.757482876519,,,
202,Furenchibado  ,???????,Kyoto Shiyakusho Mae,French,Bistro,4500,¥1000~¥1999,3.06,3.06,NA,11,35.0136922748397,135.765308722494,,,
203,BISTRO BAR A VIN  C  ,???? ??,Shijo,Bistro,Seafood,2500,¥3000~¥3999,3.51,3.51,3.1,49,35.0013962432629,135.758178491902,,,
204,Figerasu  ,????? ???,Karasuma,Spain,Bar,3500,NA,3.04,3,3.06,11,35.0062093790221,135.760437804883,,,
205,Sorekaraayanokouji  ,???? ???,Shijo,Izakaya (Tavern),Japanese food (other),4500,NA,3,3,NA,10,35.0024459092234,135.761385121707,,,
206,nikugaumaikafenikkusutokku  ,??????? NICK STOCK ??????KYOTO?,Toji,Cafe,Steak,1500,¥1000~¥1999,3.19,3.11,3.09,17,34.9831039778838,135.755014596872,,,
207,Teppankushiyakisakura  ,????? ??,Chushojima,Izakaya (Tavern),Teppanyaki,3500,~¥999,3.05,3.04,3.05,7,34.9304169208423,135.759897728248,,,
208,TORIBUN  ,??? ??,Kawaramachi,Izakaya (Tavern),Yakitori (Grilled chicken),3500,¥1000~¥1999,3.02,3.02,3.02,10,35.0040039412769,135.769580202706,,,
209,Supuringubareburuwarikyouto  ,????????????? ??,Kawaramachi,Dining bar,Cafe,3500,¥1000~¥1999,3.53,3.52,3.43,36,35.0054145412285,135.764856918916,,,
210,Bistro SUMIRE Chinese   ,Bistro SUMIRE Chinese ,Gion Shijo,Chinese,Dim sum,9000,NA,3.35,3.35,NA,13,35.0018691814228,135.77025635595,,,
211,Bisutoroemuiaru  ,????MER,Gion Shijo,Bistro,Italian,4500,NA,3.48,3.48,NA,20,35.0058615735432,135.772624864318,,,
212,Daitouryou  ,???,Gion Shijo,Kyoto Cuisine,Kaiseki (Traditional Japanese),6500,¥4000~¥4999,3.08,3.05,3.13,16,35.0046850072479,135.771166428501,,,
213,Nagomijun  ,? ??,Shijo,Kyoto Cuisine,Kaiseki (Traditional Japanese),6500,¥3000~¥3999,3.15,3.15,3.05,16,35.0048941434939,135.754802777872,,,
214,Hiroya  ,???,Kurama,Kaiseki (Traditional Japanese),Kyoto Cuisine,17500,¥15000~¥19999,3.59,3.59,3.57,51,35.1224245875838,135.763415575783,,,
215,Kenedhikurabu  ,???????,Sanjo,Bar,Italian,3500,NA,3.04,3.04,NA,2,35.0101227508598,135.770702883301,,,
216,zensekikoshitsuizakayataketorinoneiro  ,??????? ????? ?????,Kyoto,Izakaya (Tavern),Seafood,3500,NA,3,3,NA,10,34.9873619562937,135.760768922931,,,
217,Miho  ,?? ?????,Shijo Omiya,Izakaya (Tavern),Okinawan Cuisine,3500,NA,3.12,3.12,NA,20,35.0034141056446,135.743572945316,,,
218,Chabana  ,????  ?????,Kyoto,Okonomiyaki,Izakaya (Tavern),2500,NA,3.01,3.01,NA,8,34.9893539073314,135.757441329796,,,
219,Akayashiro  ,?????,Tambaguchi,Horumon (BBQ Offel),Yakiniku (BBQ Beef),4500,NA,3.52,3.52,3.03,37,34.9936908501078,135.736194839079,,,
220,Sousakukoshitsuizakayasugiurakyoutoekimaeshichijouten  ,??????????? ???????,Shichijo,Izakaya (Tavern),Seafood,4500,NA,3.18,3.18,NA,2,34.989451476559,135.762002057647,,,
221,Sakanayariichi  ,???? ??,Keihan Yamashina,Izakaya (Tavern),Seafood,4500,NA,3.05,3.05,NA,10,34.9910711240413,135.815349219266,,,
222,yasaidainingukusushi  ,??????? ??,Sanjo,Vegetable dishes,Izakaya (other),3500,NA,3.05,3.06,NA,5,35.0084462392183,135.769311964896,,,
223,nikuyanodaidokoro  ,????? ????????,Sanjo,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3500,¥1000~¥1999,3,3,3.03,6,35.0082829459208,135.770604087326,,,
224,Miyagawachousaka  ,??? ??,Gion Shijo,Italian,French,25000,¥10000~¥14999,3.09,3.09,NA,11,34.9991239314915,135.770942814225,,,
225,Kashiwa  ,??? ??????,Gion Shijo,Yakitori (Grilled chicken),Fowl,3500,NA,3.06,3.06,NA,11,35.0052630628078,135.774706385671,,,
226,Iorisantouka  ,? ???,Emmachi,Izakaya (Tavern),Kyoto Cuisine,3500,NA,3.05,3.05,NA,5,35.0173968112083,135.7296451249,,,
227,Kyuushuunecchuuya  ,?? ??? ? LIVE,Katsura,Izakaya (Tavern),Dumplings,3500,NA,3.03,3.03,NA,3,34.9796412396191,135.704267304194,,,
228,kyoutokushidokoroazumaya  ,??????,Sanjo,Yakitori (Grilled chicken),Izakaya (Tavern),1500,NA,3,3,NA,1,35.0072069503946,135.770632467843,,,
229,Chizutakkarubitonichinandorisachi  ,????????????? ?,Saiin,Izakaya (Tavern),Bar,3500,NA,3.04,3.04,NA,3,35.0030103264823,135.731479523822,,,
230,Shunsaifujii  ,?? ???,Kitaoji,Kappo (Traditional Japanese),Kaiseki (Traditional Japanese),9000,¥5000~¥5999,3.35,3.35,NA,6,35.0433171469793,135.761285414868,,,
231,Hitotose  ,????,Kyoto,Japanese food (other),Izakaya (Tavern),3500,NA,3,3,NA,3,34.9894061814444,135.760732165197,,,
232,Bairan  ,?? ???????????,Katsuragawa,Chinese,Dim sum,1500,~¥999,3.12,3.1,3.07,29,34.9638660290022,135.706929476087,,,
233,Setsugekka  ,???,Kyoto Shiyakusho Mae,Bar,Lounge,2500,NA,3.13,3.13,3.06,35,35.0088372302662,135.764832596683,,,
234,yakinikutobi-ruichibakouji  ,?????? ???? ?????,Karasuma,Yakiniku (BBQ Beef),Horumon (BBQ Offel),4500,¥1000~¥1999,3.06,3.05,3.06,4,35.0041026546082,135.760134038219,,,
235,Sandaimetorimero  ,??? ??? ?????,Shijo Omiya,Izakaya (Tavern),Yakitori (Grilled chicken),2500,NA,3.04,3.04,3.04,5,35.0039008051422,135.748432797077,,,
236,zensekikoshitsuizakayatsukinokakehashi  ,??????? ?????? ?????,Kyoto,Izakaya (Tavern),Regional Cuisine (Other),3500,NA,3,3,NA,6,34.9874163946048,135.760751144123,,,
237,tounyuutonshabutoratarou  ,??????? ???,Shijo,Kaiseki (Traditional Japanese),Shabu Shabu (Japanese Steamboat),5500,¥3000~¥3999,3,3,3.06,31,35.0014854399394,135.760442744194,,,
238,Dainingunagomi  ,Dining Nagomi ???,Keihan Yamashina,Izakaya (Tavern),Japanese food (other),2500,NA,3,3,NA,8,34.9896417987219,135.813416667795,,,
239,Mossannobetayaki  ,????????,Sai,Okonomiyaki,Horumon (BBQ Offel),2500,~¥999,3.51,3.51,3.06,19,35.0030579623755,135.73955107351,,,
240,gionnotonjiruyasanadachiya  ,????????? ????,Gion Shijo,Regional Cuisine (Other),Nihonshu (Japanese sake),3500,NA,3.15,3.15,NA,11,35.0046578468005,135.774536705406,,,
241,Gottie'sBEEF  ,???????? ?????,Gion Shijo,Steak,Yakiniku (BBQ Beef),4500,¥1000~¥1999,3.09,3.09,3.07,50,35.0042139376688,135.770659547842,,,
242,pasutakorekushonandoba-dougetsuneo  ,Pasta Collection &  Bar ??neo,Shijo,Izakaya (Tavern),Pasta,4500,¥1000~¥1999,3.43,3.09,3.52,9,35.0023747986738,135.760981825142,,,
243,Shougetsu  ,?? ????,Kawaramachi,Okonomiyaki,Teppanyaki,2500,~¥999,3.08,3.09,3.07,22,35.0067669680697,135.768950127822,,,
244,Kampaiboupuruda  ,??? PURUDA. ??????,Sanjo,Korean cuisine,Yakiniku (BBQ Beef),3500,NA,3,3,NA,4,35.010283845264,135.770732873394,,,
245,teppandainingugionshou  ,??Dining?? ? ?????,Karasuma,Izakaya (Tavern),Italian,2500,NA,3.03,3.03,3,2,35.0047547729186,135.758178337282,,,
246,Sajiki  ,??,Karasuma,Izakaya (Tavern),Japanese food (other),4500,NA,3,3,NA,21,35.0062516368031,135.762732301268,,,
247,gansochiriteppanyakimotsunabeakachiriya  ,?? ?????×??? ???? ???????,Kyoto,Motsu Nabe (Offel Hot Pot),Izakaya (Tavern),3500,NA,3.02,3.03,3,12,34.9830487933671,135.760015850726,,,
248,Nikumon  ,???,Omiya,Yakiniku (BBQ Beef),Izakaya (Tavern),3500,NA,3,3,NA,11,35.0043274276467,135.748516937114,,,
249,pontochouyakinikuyaruki  ,?????????,Sanjo,Yakiniku (BBQ Beef),Bar,3500,NA,3.06,3.06,NA,4,35.0075863598508,135.770952701556,,,
250,BAR-CERVECERIA xativa  ,?????,Kyoto Shiyakusho Mae,Spain,Bar,3500,NA,3.45,3.45,NA,12,35.0130748179604,135.770174741391,,,
251,Ginnan  ,????,Kyoto,Izakaya (Tavern),Tofu,4500,NA,3.05,3.05,NA,11,34.9893875390549,135.758827324252,,,
252,Kyuushuunecchuuya  ,?? ??? ???? LIVE,Fushimi Momoyama,Izakaya (Tavern),Dumplings,3500,NA,3,3,NA,6,34.9332650315496,135.764592762749,,,
253,konken  ,????,Kawaramachi,Thailand cooking,Izakaya (Tavern),1500,~¥999,3.12,3.09,3.08,7,35.0047954829718,135.767272580132,,,
254,Yakinikuhorumonanju  ,??????? ????,Karasuma,Yakiniku (BBQ Beef),Korean cuisine,3500,NA,3,3,NA,5,35.0050667494906,135.761928011508,,,
255,Yamabanaheihachidiya  ,???????,Shugakuin,Kyoto Cuisine,Kaiseki (Traditional Japanese),12500,¥4000~¥4999,3.56,3.54,3.48,29,35.0540652185977,135.791069150017,,,
256,Idutsuya  ,???? ???,Karasuma Oike,Yakiniku (BBQ Beef),Horumon (BBQ Offel),5500,NA,3.28,3.28,3,9,35.0094799167364,135.763540729937,,,
257,Kyouyoushokumatsumoto  ,????????,Karasuma,Western Cuisine,French,4500,¥1000~¥1999,3.33,3.12,3.43,20,35.0062209598182,135.755592651184,,,
258,Ashuckurk  ,??????,Demachiyanagi,Bistro,Bar,3500,NA,3,3,NA,7,35.0282667028448,135.774100099116,,,
259,ITALIAN BAR MODERNTIMES  ,???????? ???????,Marutamachi,Italian,Pizza,2500,~¥999,3.29,3.16,3.27,15,35.0134296607426,135.75716857729,,,
260,Aiyoxtsu  ,????!,Karasuma Oike,Kushi-age (Fried Skewer),Izakaya (Tavern),1500,~¥999,3.05,3.05,3.04,5,35.0083908126893,135.760456591774,,,
261,Chanchi  ,???? ??? ,Kyoto,Korean cuisine,Izakaya (Tavern),2500,~¥999,3.46,3.05,3.46,34,34.9882018356172,135.759003197571,,,
262,SHUKURA  ,??,Sanjo,Bar,Nihonshu (Japanese sake),3500,NA,3.06,3.06,NA,5,35.0083132271355,135.770986276413,,,
263,mikusoroji-ba-sumu-su  ,mixologybar smooth,Gion Shijo,Bar,Dining bar,2500,NA,3.05,3.05,NA,3,35.0048785884352,135.770638685639,,,
264,Kinugawa  ,????,Gojo,Kappo (Traditional Japanese),Shabu Shabu (Japanese Steamboat),6500,¥2000~¥2999,3.42,3.42,NA,8,34.9965550946793,135.758193991288,,,
265,Momojirou  ,????? ???????,Demachiyanagi,Izakaya (Tavern),Seafood,2500,NA,3.01,3.01,NA,6,35.0286314545673,135.778022534342,,,
266,daikouen  ,???,Tambaguchi,Yakiniku (BBQ Beef),Korean cuisine,4500,NA,3.21,3.21,NA,16,34.9987151466086,135.742588521201,,,
267,Gounotora  ,????,Shijo,Izakaya (Tavern),Nihonshu (Japanese sake),3500,NA,3.16,3.16,NA,9,35.0025508204389,135.756944652324,,,
268,Bejotamuamua  ,????? ???? ?????,Karasuma Oike,Bar,Western (Others),3500,NA,3.1,3.1,NA,16,35.0085174661826,135.760477973056,,,
269,Ichibakouji  ,???? ????,Kawaramachi,Izakaya (Tavern),Steak,3500,¥1000~¥1999,3.51,3.5,3.5,69,35.0052579227962,135.766659276441,,,
270,shioriyaichie  ,????,Kyoto Shiyakusho Mae,Izakaya (Tavern),Nihonshu (Japanese sake),4500,NA,3.07,3.07,3.07,19,35.0112406861844,135.770665334948,,,
271,Kitayama  ,??? ??,Gion Shijo,Hot Pot (other),Kyoto Cuisine,5500,¥2000~¥2999,3.02,3.02,NA,5,35.002975569942,135.770782932183,,,
272,Tempurashinjukutsunahachi  ,???????? ???,Kawaramachi,Tempura,Kaiseki (Traditional Japanese),4500,¥1000~¥1999,3.02,3.02,3.02,17,35.0032062235375,135.768132581881,,,
273,yakinikuajidouraku  ,?????,Higashi Maizuru,Yakiniku (BBQ Beef),Seafood,3500,NA,3.06,3.06,NA,2,35.469724811884,135.395291789126,,,
274,IL TOBANCHI  ,?? ????,Karasuma Oike,Bar,Italian,3500,NA,3.18,3.16,3.08,15,35.0081926739393,135.75448043055,,,
275,Shikinoajisugiura  ,???????? ????,Karasuma,Izakaya (Tavern),Seafood,4500,NA,3.15,3.14,3.07,17,35.0063332547144,135.760440854482,,,
276,Kyoutoyakitoriseisakujo  ,???????,Kawaramachi,Yakitori (Grilled chicken),Fowl,3500,NA,3.29,3.29,NA,17,35.0025548324267,135.766148745556,,,
277,arashiyamakushibun  ,?? ??,Shijo,Kushi-age (Fried Skewer),Izakaya (Tavern),3500,NA,3.21,3.21,3.02,14,35.0035746010211,135.757013210605,,,
278,Toriasa  ,???,Karasuma,Izakaya (Tavern),Yakitori (Grilled chicken),3500,~¥999,3.09,3.08,3.13,23,35.004073490731,135.760115152241,,,
279,zensekikoshitsuizakayawazakurahitohira  ,??????? ?????? ?????,Kyoto,Izakaya (Tavern),Seafood,3500,NA,3.02,3.02,NA,11,34.989950559467,135.760263012429,,,
280,saredowa  ,310 saredowa,Kyoto,Izakaya (Tavern),Creative cuisine,3500,NA,3.38,3.38,NA,11,34.9885642285296,135.755091561303,,,
281,gyokouchokusoukaisensakabaanji  ,???? ???? ??? ???????,Kawaramachi,Izakaya (Tavern),Seafood,3500,NA,3.53,3.53,3,83,35.0025773585975,135.765652816779,,,
282,Rejon  ,????,Kawaramachi,French,Bistro,4500,¥1000~¥1999,3.4,3.33,3.15,5,35.0043410421313,135.764696148361,,,
283,Maruichi  ,????,Sanjo,Yakiniku (BBQ Beef),Korean cuisine,4500,NA,3.02,3.02,NA,13,35.0076641169787,135.770246645503,,,
284,Osakenobijutsukan  ,?????? ??????,Kyoto Shiyakusho Mae,Bar,Dining bar,1500,¥1000~¥1999,3.06,3.06,3.04,6,35.0085134524901,135.769211136841,,,
285,wainandooyasaibarubejibaru  ,???&????? ????,Shijo,Italian,Wine bar,4500,¥2000~¥2999,3.51,3.51,3.24,33,35.0027690463108,135.756766378431,,,
286,kaitoshirowainnobarukakimaru  ,????????? KAKIMARU ????,Kawaramachi,Bar,Izakaya (Tavern),3500,NA,3.31,3.31,NA,10,35.00251012759,135.764738173613,,,
287,Yudoufutakemura  ,???? ???,Arashiyama,Tofu,Yuba,3500,¥3000~¥3999,3.5,3.18,3.52,47,35.0174861567175,135.676820063458,,,
288,ajiromanishigamatei  ,????????,Gion Shijo,Izakaya (Tavern),Kyoto Cuisine,4500,¥1000~¥1999,3.12,3.07,3.21,27,35.0021249893934,135.770370779114,,,
289,Giombansankyoushoku  ,?? ?? ??,Gion Shijo,Izakaya (Tavern),Tempura,5500,NA,3,3,NA,5,35.0047439357398,135.773794540857,,,
290,Kyouhorumonhana  ,??????,Kujo,Izakaya (Tavern),Horumon (BBQ Offel),2500,NA,3.06,3.06,NA,10,34.9816927982727,135.758354384477,,,
291,Bar PLAYGROUND  ,???????????,Imadegawa,Bar,Wine bar,3500,¥1000~¥1999,3.06,3.06,3.05,2,35.0295642817079,135.754755257071,,,
292,Kyameron  ,?????,Kawaramachi,Steak,French,6500,¥2000~¥2999,3.07,3,3.08,50,35.0007170141562,135.766347289201,,,
293,Sumibikazuya  ,?? ???,Kawaramachi,Izakaya (Tavern),Seafood,3500,NA,3.51,3.51,3.06,21,35.0050144006436,135.770260932981,,,
294,Kandumebaruamichi  ,??BAL Amici,Karasuma,Bar,Izakaya (Tavern),3500,~¥999,3.05,3.06,NA,2,35.0063553793326,135.7549885285,,,
295,Ikkakujuu  ,??????? ???,Shijo,Izakaya (Tavern),Teppanyaki,3500,NA,3.29,3.29,3,17,35.0024820185196,135.761502332533,,,
296,Jounetsushokusaikyoushoku  ,???? ??,Kawaramachi,Seafood,Kyoto Cuisine,4500,NA,3.08,3.08,3.08,31,35.0033479812571,135.766979284898,,,
297,Yakinikumarutomi  ,????? ??????,Kawaramachi,Yakiniku (BBQ Beef),Izakaya (Tavern),4500,¥1000~¥1999,3.06,3.06,NA,3,35.0035826018361,135.769831034607,,,
298,toriiebisu  ,????,Kyoto,Seafood,Izakaya (Tavern),4500,NA,3.51,3.51,3.07,20,34.9828907544875,135.76000280353,,,
299,Kyoutokeburikawa  ,?????,  Kameoka,Ryokan,Auberge,9000,¥2000~¥2999,3.42,3.49,3.45,27,35.0218892615986,135.499870945225,,,
300,Gionyamamoto  ,?? ??,Gion Shijo,Kaiseki (Traditional Japanese),Kyoto Cuisine,12500,¥10000~¥14999,3.06,3.06,3.05,2,35.0053383546023,135.775969888382,,,
301,Kappouyoshizen  ,?? ??,Gion Shijo,Kappo (Traditional Japanese),Kaiseki (Traditional Japanese),12500,¥10000~¥14999,3.58,3.56,3.5,16,35.0014552168919,135.779293680016,,,
302,Nikuryouritobatoyo  ,??? ????,Karasuma,Beef dishes,Wine bar,4500,~¥999,3.04,3.04,NA,3,35.0064328735181,135.755130179835,,,
303,jikidoukagura  ,?? ???,Nijojo Mae,Kappo (Traditional Japanese),Izakaya (Tavern),4500,NA,3.04,3.04,NA,2,35.0121961386775,135.754713004686,,,
304,itaria-nasagura  ,italiana SAGRA,Gion Shijo,Italian,Wine bar,9000,¥3000~¥3999,3.59,3.6,3.52,76,35.0045350229217,135.771145326048,,,
305,Puranchaken  ,???????,Gion Shijo,Steak,Creative cuisine,9000,NA,3.53,3.53,NA,10,35.0042977378753,135.776475880344,,,
306,Bansankyoushoku  ,BANSAN ??,Karasuma,Yakitori (Grilled chicken),Izakaya (Tavern),3500,NA,3.31,3.31,NA,23,35.0040813327449,135.76384067581,,,
307,Azuki  ,???,Keihan Yamashina,Izakaya (Tavern),Seafood,4500,NA,3,3,NA,23,34.9901706761905,135.816001428781,,,
308,Ichibakouji  ,???? ????????????,Kyoto,Dining bar,Creative cuisine,4500,¥1000~¥1999,3.5,3.45,3.2,68,34.9858523371143,135.757423992455,,,
309,Sumikatominokouji  ,??????,Kawaramachi,Izakaya (Tavern),Seafood,3500,NA,3.52,3.52,3.05,60,35.0043096613632,135.764968904931,,,
310,zensekikoshitsuizakayasakurakomachi  ,??????? ??? ?????,Kawaramachi,Izakaya (Tavern),Seafood,3500,NA,3,3,NA,5,35.0038544390544,135.765356949219,,,
311,Imomatsu  ,???,Kyoto,Izakaya (Tavern),Motsu Nabe (Offel Hot Pot),3500,NA,3.07,3.07,NA,9,34.9893468710734,135.756372811629,,,
312,Rakuchin  ,??,Gion Shijo,Kushi-age (Fried Skewer),Japanese food (other),6500,NA,3.31,3.31,NA,5,35.0045670238658,135.774575873002,,,
313,Mogu piatti  ,???????,Karasuma Oike,Italian,Bar,3500,¥1000~¥1999,3.04,3.04,NA,4,35.0085049812238,135.761262630687,,,
314,sute-kihausupondo  ,??????? ? ??????,Kawaramachi,Steak,Western Food (Other),5500,¥1000~¥1999,3.31,3.27,3.1,40,35.0039567310859,135.769979893907,,,
315,Taichirouya  ,??????,Nishikyogoku,Izakaya (Tavern),Seafood,5500,NA,3.05,3.05,NA,3,34.991173868241,135.718639746247,,,
316,Yakinikuhorumongyuuteruryourianiki  ,?????????????????,Shijo Omiya,Yakiniku (BBQ Beef),Horumon (BBQ Offel),3500,~¥999,3.14,3.14,3.12,14,35.0033891092207,135.743624608845,,,
317,shioriya  ,?? ??????,Shijo,Izakaya (Tavern),Seafood,4500,NA,3.01,3,3.02,25,35.001216019068,135.760142503755,,,
318,Bar MICHIya  ,Bar MICHIya,Sanjo,Bar,Bar,3500,NA,3.26,3.26,NA,46,35.0092109015368,135.77056488119,,,
319,Kushidainigusumiyakiromanya  ,??? ?????,Shijo,Izakaya (Tavern),Yakitori (Grilled chicken),3500,NA,3.03,3.03,NA,14,35.0039426316597,135.757840347188,,,
320,Daniel's Luce   ,Daniel's Luce ,Kyoto,Italian,NA,3500,NA,3.04,3.04,NA,2,34.9877804938527,135.759120984966,,,
321,Trattoria La Voce  ,?????? ???????,Karasuma,Italian,Pasta,4500,¥1000~¥1999,3.5,3.13,3.53,76,35.0046017230065,135.757564228663,,,
